running_left,0.184772,-1.265977,0.187126,-1.328085,0.190695,-1.325780,0.193927,-1.323748,0.167747,-1.342625,0.156205,-1.350570,0.142775,-1.358595,0.169892,-1.314058,0.091097,-1.351021,0.176340,-1.209216,0.153978,-1.220346,0.065732,-0.975561,0.017306,-1.022705,0.037540,-0.449839,0.019272,-0.556231,0.103018,-0.154167,0.223749,-0.402427,0.116336,-0.058995,0.276027,-0.360877,0.136786,-0.097082,0.290482,-0.406399,0.130234,-0.134433,0.272593,-0.417963,0.013444,0.001387,-0.013444,-0.001388,0.109941,0.687241,0.043692,0.744807,-0.064798,1.256992,-0.090416,1.393413,-0.127494,1.335623,-0.133796,1.394457,0.014102,1.366140,0.052671,1.651671,164.443436,127.191475,154.940872,163.939438,0.067585,0.027031,0.276060,0.138806,0.978347,1.021780,0.999739,0.999566,0.999383,0.999480,0.999677,0.999642,0.999686,0.998846,0.999778,0.999473,0.999743,0.998109,0.999956,0.018030,0.974536,0.041480,0.901999,0.065600,0.866009,0.067888,0.854283,0.066862,0.785063,0.984102,0.992910,0.412463,0.961417,0.623699,0.977188,0.681782,0.946708,0.756130,0.958942
running_left,0.190262,-1.274432,0.192554,-1.340373,0.196113,-1.338062,0.199274,-1.335691,0.172709,-1.353731,0.160869,-1.360701,0.147107,-1.367689,0.171611,-1.322457,0.094512,-1.354486,0.180539,-1.211199,0.158574,-1.222259,0.068395,-0.970675,0.009450,-1.027800,0.039223,-0.471448,0.019521,-0.547512,0.105319,-0.115790,0.177543,-0.344302,0.118565,-0.005410,0.205875,-0.236994,0.134403,-0.033397,0.230528,-0.269684,0.126678,-0.078449,0.202743,-0.277392,0.014882,0.002066,-0.014881,-0.002066,0.071365,0.739310,0.048012,0.783647,-0.074229,1.402898,-0.104511,1.501168,-0.139856,1.494360,-0.171842,1.612246,0.018567,1.649404,0.032666,1.765749,166.128098,143.331589,163.244019,163.422729,0.082084,0.030049,0.239654,0.102830,0.974212,1.026022,0.999730,0.999549,0.999357,0.999452,0.999669,0.999639,0.999686,0.998704,0.999771,0.999398,0.999698,0.997824,0.999951,0.017617,0.973715,0.039194,0.890035,0.061671,0.849940,0.063859,0.837901,0.063069,0.766996,0.983575,0.992353,0.403296,0.959312,0.608926,0.974103,0.672614,0.942683,0.746895,0.956626
running_left,0.192844,-1.305404,0.192851,-1.372330,0.196341,-1.369978,0.199505,-1.367611,0.172703,-1.386547,0.160834,-1.392640,0.147397,-1.398474,0.170778,-1.351941,0.095140,-1.379254,0.183164,-1.238215,0.160959,-1.247027,0.070323,-0.968375,0.007536,-1.030099,0.040370,-0.435231,0.008321,-0.485862,0.145670,-0.085742,0.166832,-0.019203,0.176055,0.013366,0.192624,0.112431,0.198258,-0.005060,0.219233,0.073622,0.183002,-0.042553,0.201801,0.031304,0.016008,0.004350,-0.016008,-0.004350,0.073331,0.752560,0.089997,0.797922,-0.099126,1.423455,-0.139546,1.495615,-0.175011,1.510181,-0.223752,1.571250,-0.010433,1.701596,-0.059050,1.795594,160.016891,161.321518,161.202774,154.261658,0.088046,0.033177,0.069823,0.082709,0.974240,1.026020,0.999746,0.999567,0.999381,0.999470,0.999688,0.999661,0.999705,0.998689,0.999781,0.999368,0.999695,0.997864,0.999951,0.017457,0.975190,0.040285,0.896366,0.062410,0.857352,0.064718,0.846059,0.064087,0.777378,0.984708,0.992662,0.396177,0.960543,0.597235,0.973068,0.665738,0.941565,0.738665,0.957102
running_left,0.193053,-1.320103,0.191717,-1.387440,0.195136,-1.385075,0.198264,-1.382724,0.171403,-1.401671,0.159568,-1.407035,0.146351,-1.412006,0.169004,-1.364933,0.094508,-1.389488,0.183403,-1.249660,0.161208,-1.257062,0.071454,-0.967477,0.005441,-1.031035,0.040975,-0.421849,0.002502,-0.472230,0.155837,-0.071645,0.163712,0.011909,0.187997,0.024460,0.190230,0.142880,0.211174,0.008545,0.217330,0.103609,0.195307,-0.027136,0.202003,0.060352,0.016989,0.006912,-0.016989,-0.006911,0.073568,0.757265,0.100791,0.802519,-0.109566,1.430377,-0.151144,1.490594,-0.187415,1.512884,-0.236805,1.546459,-0.021637,1.717212,-0.075337,1.805326,158.643951,161.281723,160.467712,151.611008,0.091637,0.036683,0.083924,0.073177,0.975910,1.024369,0.999761,0.999584,0.999404,0.999488,0.999706,0.999682,0.999724,0.998683,0.999791,0.999346,0.999694,0.997902,0.999951,0.017308,0.976594,0.041335,0.902419,0.063148,0.864502,0.065564,0.853905,0.065076,0.787432,0.985744,0.992959,0.389817,0.961742,0.586666,0.972179,0.659503,0.940637,0.731266,0.957577
running_left,0.192274,-1.326151,0.190031,-1.393462,0.193469,-1.391126,0.196650,-1.388825,0.169405,-1.407889,0.157536,-1.412655,0.144445,-1.416953,0.167547,-1.369493,0.093590,-1.392491,0.182848,-1.253879,0.160665,-1.260616,0.072142,-0.967685,0.003801,-1.030863,0.041230,-0.418811,-0.000769,-0.470891,0.158036,-0.066300,0.161636,0.014185,0.190287,0.029934,0.188532,0.144678,0.213318,0.014466,0.215923,0.105453,0.197428,-0.021051,0.201172,0.062226,0.017639,0.008531,-0.017639,-0.008531,0.073369,0.756744,0.103065,0.801191,-0.114397,1.429231,-0.155434,1.483459,-0.192214,1.507296,-0.240710,1.529251,-0.026430,1.719192,-0.079389,1.803481,158.443863,161.021729,160.139847,150.770706,0.093070,0.039187,0.080565,0.068005,0.977736,1.022557,0.999776,0.999604,0.999430,0.999508,0.999725,0.999703,0.999742,0.998690,0.999801,0.999334,0.999696,0.997937,0.999952,0.017144,0.977897,0.042318,0.907989,0.063859,0.871062,0.066380,0.861107,0.066020,0.796751,0.986689,0.993239,0.384475,0.962923,0.577967,0.971478,0.654578,0.939932,0.725218,0.958099
running_left,0.191265,-1.329413,0.188496,-1.396824,0.191972,-1.394519,0.195211,-1.392271,0.167542,-1.411539,0.155588,-1.416057,0.142529,-1.419907,0.166305,-1.371880,0.092559,-1.394356,0.182094,-1.256554,0.159925,-1.262998,0.073065,-0.967836,0.002112,-1.030741,0.041344,-0.418911,-0.003268,-0.472838,0.158705,-0.065752,0.159450,0.011488,0.190760,0.031183,0.186486,0.142263,0.213528,0.015291,0.214251,0.103801,0.197721,-0.020421,0.199634,0.060849,0.018357,0.009668,-0.018357,-0.009668,0.072816,0.756138,0.103245,0.799944,-0.117396,1.427698,-0.157651,1.479023,-0.194900,1.502997,-0.242599,1.519279,-0.029280,1.718218,-0.080797,1.800912,158.310165,160.876862,160.013260,150.441742,0.094823,0.041495,0.077244,0.065228,0.979033,1.021278,0.999791,0.999622,0.999455,0.999527,0.999742,0.999723,0.999759,0.998701,0.999812,0.999326,0.999700,0.997964,0.999953,0.016981,0.979104,0.043210,0.913135,0.064512,0.877110,0.067132,0.867741,0.066887,0.805395,0.987540,0.993496,0.379841,0.964020,0.570430,0.970879,0.650397,0.939332,0.719952,0.958594
running_left,0.180768,-1.337883,0.177577,-1.400943,0.181137,-1.399293,0.184446,-1.397684,0.156730,-1.409885,0.144596,-1.413551,0.131421,-1.416652,0.156265,-1.372632,0.083045,-1.386926,0.172071,-1.270254,0.149915,-1.272939,0.073263,-0.972229,-0.005960,-1.026628,0.052463,-0.486456,-0.109040,-0.520753,0.272441,-0.457566,-0.145929,-0.020211,0.322248,-0.488683,-0.185498,0.096698,0.324494,-0.511421,-0.133387,0.106713,0.310178,-0.504111,-0.112289,0.063868,0.024397,0.006250,-0.024397,-0.006250,0.058353,0.716914,0.127986,0.720256,-0.121367,1.385278,-0.170480,1.287326,-0.199111,1.540083,-0.264412,1.310129,-0.016375,1.638473,-0.118123,1.647462,95.029961,172.697891,162.213882,140.394867,0.096102,0.050370,0.605238,0.109574,0.979698,1.020545,0.999812,0.999660,0.999509,0.999574,0.999768,0.999750,0.999783,0.998830,0.999830,0.999393,0.999729,0.998167,0.999957,0.060066,0.981082,0.135916,0.921524,0.153680,0.888638,0.156364,0.880190,0.154725,0.823637,0.988748,0.994078,0.410619,0.966960,0.596058,0.970984,0.664435,0.938809,0.735270,0.959829
running_left,0.177119,-1.332363,0.173727,-1.393795,0.177278,-1.392020,0.180684,-1.390110,0.152799,-1.400091,0.140495,-1.402850,0.127213,-1.405255,0.153682,-1.361789,0.081125,-1.373102,0.169262,-1.264777,0.147147,-1.265850,0.072498,-0.971197,-0.005398,-1.027668,0.055891,-0.500289,-0.118855,-0.540273,0.282476,-0.512235,-0.157516,-0.045974,0.334278,-0.545923,-0.191943,0.069810,0.336454,-0.573335,-0.144562,0.083636,0.321318,-0.562298,-0.124903,0.041600,0.023560,0.003909,-0.023560,-0.003909,0.045603,0.680153,0.133098,0.684135,-0.117910,1.349522,-0.172877,1.212540,-0.180348,1.467938,-0.260807,1.232971,0.035343,1.601615,-0.132918,1.575741,84.962303,171.368073,164.405685,137.099991,0.096212,0.047764,0.641087,0.147599,0.976332,1.023920,0.999831,0.999694,0.999558,0.999616,0.999791,0.999775,0.999804,0.998946,0.999847,0.999453,0.999756,0.998349,0.999961,0.095361,0.982827,0.219213,0.929023,0.233693,0.898924,0.236455,0.891309,0.233561,0.839914,0.989831,0.994587,0.439504,0.969677,0.619415,0.971856,0.678262,0.939334,0.749133,0.961611
running_left,0.177842,-1.317377,0.172637,-1.380061,0.175376,-1.378704,0.178318,-1.377271,0.154559,-1.386318,0.143312,-1.389654,0.130685,-1.392947,0.148329,-1.355356,0.081970,-1.369782,0.168073,-1.254675,0.149215,-1.257231,0.069471,-0.970433,-0.007186,-1.028588,0.047763,-0.488874,-0.150356,-0.537859,0.239093,-0.464697,-0.204292,-0.078942,0.287310,-0.483162,-0.242859,0.033492,0.293498,-0.501465,-0.213523,0.050463,0.281529,-0.498865,-0.189681,0.017360,0.020498,0.003807,-0.020498,-0.003808,0.035912,0.688091,0.124251,0.698012,-0.118319,1.347588,-0.170659,1.248390,-0.180445,1.452581,-0.253391,1.262730,0.027214,1.592073,-0.115938,1.589963,94.620712,170.438354,165.546921,140.162399,0.096219,0.041697,0.587705,0.112159,0.975470,1.024867,0.999846,0.999721,0.999597,0.999649,0.999810,0.999796,0.999822,0.999039,0.999862,0.999498,0.999777,0.998502,0.999964,0.092363,0.984382,0.246956,0.935398,0.260569,0.907286,0.265311,0.900417,0.259383,0.853278,0.990704,0.994984,0.447666,0.971717,0.625097,0.972318,0.678265,0.938420,0.752807,0.962783
running_left,0.179312,-1.308776,0.172688,-1.371931,0.174591,-1.370893,0.176933,-1.369820,0.156877,-1.377920,0.146386,-1.381444,0.134316,-1.385081,0.144388,-1.351723,0.083571,-1.366610,0.167975,-1.249021,0.151637,-1.252116,0.066927,-0.969942,-0.007582,-1.029168,0.031486,-0.482638,-0.156685,-0.541234,0.223536,-0.448659,-0.209775,-0.085109,0.262137,-0.426442,-0.248801,0.027465,0.270596,-0.442473,-0.218899,0.047969,0.258717,-0.438646,-0.195732,0.016270,0.018780,0.003718,-0.018780,-0.003718,0.029473,0.690438,0.120804,0.706057,-0.118858,1.345586,-0.169587,1.266171,-0.181265,1.444542,-0.249764,1.277718,0.021410,1.590260,-0.110409,1.597494,95.873802,169.646927,166.350662,141.469635,0.095180,0.038289,0.565621,0.094235,0.974849,1.025511,0.999860,0.999744,0.999630,0.999678,0.999827,0.999814,0.999838,0.999117,0.999874,0.999536,0.999796,0.998635,0.999967,0.088679,0.985775,0.257734,0.941020,0.272002,0.914595,0.278282,0.908392,0.270248,0.865012,0.991466,0.995329,0.451369,0.973403,0.626554,0.972554,0.675096,0.937397,0.753309,0.963655
